Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,PASS,,1,31118,2074.533,31123,2074.867,Player 2627,Player 2628,0.3424,0.99371,0.3097,0.93679
Away,BALL LOST,INTERCEPTION,1,31140,2076.0,31250,2083.333,Player 2553,,0.28257,0.81966,0.23728,0.9042
Home,RECOVERY,INTERCEPTION,1,31250,2083.333,31250,2083.333,Player 2628,,0.23728,0.9042,0.23728,0.9042
Home,BALL LOST,OUT,1,31268,2084.533,31268,2084.533,Player 2628,,0.24008,0.95534,0.39434,1.01984
Home,SET PIECE,THROW IN,1,31651,2110.067,31651,2110.067,Player 2628,,0.37751,0.96692,0.37751,0.96692
Home,PASS,,1,31652,2110.133,31803,2120.2,Player 2628,Player 2353,0.36215,0.93896,0.40497,0.80063
Home,BALL LOST,,1,31804,2120.267,31806,2120.4,Player 2353,,0.42362,0.81523,0.46093,0.84441
Away,RECOVERY,,1,31806,2120.4,31806,2120.4,Player 2553,,0.46093,0.84441,0.46093,0.84441
Away,PASS,,1,31871,2124.733,31874,2124.933,Player 2419,Player 2553,0.5,0.79244,0.5,0.8855
Away,PASS,,1,31876,2125.067,31946,2129.733,Player 2553,Player 2616,0.47837,0.90493,0.48401,0.77846
Away,BALL LOST,INTERCEPTION,1,31950,2130.0,31964,2130.933,Player 2616,,0.5,0.7979,0.30914,0.34136
Home,RECOVERY,INTERCEPTION,1,31964,2130.933,31964,2130.933,Player 1691,,0.30914,0.34136,0.30914,0.34136
Home,PASS,,1,32016,2134.4,32029,2135.267,Player 1691,Player 2606,0.2899,0.22936,0.40143,0.2399
Home,PASS,,1,32054,2136.933,32064,2137.6,Player 2606,Player 2562,0.33982,0.2268,0.2413,0.25913
Home,BALL LOST,INTERCEPTION,1,32089,2139.267,32098,2139.867,Player 2562,,0.25252,0.3085,0.27992,0.38243
Away,RECOVERY,INTERCEPTION,1,32098,2139.867,32098,2139.867,Player 2553,,0.27992,0.38243,0.27992,0.38243
Away,BALL LOST,,1,32185,2145.667,32187,2145.8,Player 2553,,0.68683,0.71683,0.65861,0.66788
Home,RECOVERY,,1,32187,2145.8,32187,2145.8,Player 2635,,0.65861,0.66788,0.65861,0.66788
Home,BALL LOST,INTERCEPTION,1,32200,2146.667,32206,2147.067,Player 2635,,0.6908,0.60418,0.83817,0.5815
Away,RECOVERY,INTERCEPTION,1,32206,2147.067,32206,2147.067,Player 2296,,0.83817,0.5815,0.83817,0.5815
Away,PASS,,1,32225,2148.333,32230,2148.667,Player 2296,Player 2694,0.90637,0.55561,0.8339,0.66041
Away,PASS,,1,32231,2148.733,32233,2148.867,Player 2694,Player 2595,0.81941,0.68137,0.79043,0.72328
Away,PASS,,1,32236,2149.067,32241,2149.4,Player 2595,Player 2700,0.78252,0.71387,0.80049,0.64463
Away,PASS,,1,32242,2149.467,32260,2150.667,Player 2700,Player 2296,0.80324,0.63156,0.66437,0.35346
Away,BALL LOST,OUT,1,32326,2155.067,32326,2155.067,Player 2712,,0.61855,0.37715,0.42365,-0.01211
Home,SET PIECE,,1,32534,2168.933,32534,2168.933,Player 2606,,0.52423,0.1407,0.52423,0.1407
Home,BALL LOST,OUT,1,32539,2169.267,32539,2169.267,Player 2606,,0.51872,0.15141,0.48458,-0.05847
Home,SET PIECE,THROW IN,1,32589,2172.6,32589,2172.6,Player 2606,,0.48458,-0.05847,0.48458,-0.05847
Home,BALL LOST,OUT,1,32590,2172.667,32590,2172.667,Player 2606,,0.48001,-0.02164,0.65945,-0.03141
Away,SET PIECE,,1,32983,2198.867,32983,2198.867,Player 2700,,0.60242,0.18637,0.60242,0.18637
Away,BALL LOST,OUT,1,32990,2199.333,32990,2199.333,Player 2700,,0.6025,0.18664,0.65654,-0.0303
Away,SET PIECE,,1,33002,2200.133,33002,2200.133,Player 2712,,0.63907,0.04196,0.63907,0.04196
Away,PASS,,1,33003,2200.2,33005,2200.333,Player 2712,Player 2700,0.63034,0.07809,0.61287,0.15035
Away,BALL LOST,INTERCEPTION,1,33046,2203.067,33075,2205.0,Player 2700,,0.64532,0.29646,0.70078,0.6042
Home,RECOVERY,INTERCEPTION,1,33075,2205.0,33075,2205.0,Player 2719,,0.70078,0.6042,0.70078,0.6042
Home,BALL LOST,INTERCEPTION,1,33083,2205.533,33088,2205.867,Player 2719,,0.7408,0.57177,0.77478,0.55227
Away,RECOVERY,INTERCEPTION,1,33088,2205.867,33088,2205.867,Player 2396,,0.77478,0.55227,0.77478,0.55227
Away,BALL LOST,OUT,1,33095,2206.333,33095,2206.333,Player 2396,,0.80405,0.54533,1.01676,0.37656
Away,SET PIECE,,1,33181,2212.067,33181,2212.067,Player 2713,,0.76924,0.32534,0.76924,0.32534
Away,BALL LOST,INTERCEPTION,1,33183,2212.2,33226,2215.067,Player 2713,,0.76476,0.32979,0.51645,0.29362
Home,RECOVERY,INTERCEPTION,1,33226,2215.067,33226,2215.067,Player 2754,,0.51645,0.29362,0.51645,0.29362
Away,PASS,LONG BALL,1,33250,2216.667,33298,2219.867,Player 2749,Player 2726,0.62951,0.26433,0.91975,0.75351
Away,BALL LOST,OUT,1,33310,2220.667,33310,2220.667,Player 2726,,1.02177,0.77457,1.00987,0.74997
Home,SET PIECE,,1,33328,2221.867,33328,2221.867,Player 2743,,0.80757,0.33179,0.80757,0.33179
Home,BALL LOST,,1,33336,2222.4,33338,2222.533,Player 2743,,0.80821,0.32247,0.84244,0.26721
Away,RECOVERY,,1,33338,2222.533,33338,2222.533,Player 2553,,0.84244,0.26721,0.84244,0.26721
Away,PASS,,1,33341,2222.733,33384,2225.6,Player 2553,Player 2419,0.84751,0.25397,0.88689,0.57477
Away,PASS,,1,33396,2226.4,33656,2243.733,Player 2419,Player 2553,0.90156,0.58083,0.885,0.54252
Away,PASS,,1,33658,2243.867,33679,2245.267,Player 2553,Player 2726,0.86895,0.56517,0.83584,0.86721
Away,PASS,LONG BALL,1,33690,2246.0,33870,2258.0,Player 2726,Player 2801,0.81618,0.63457,0.13571,0.47171
Away,PASS,,1,34082,2272.133,34086,2272.4,Player 2801,Player 2815,0.25449,0.29747,0.22384,0.3761
Away,SHOT,OFF TARGET,1,34238,2282.533,34953,2330.2,Player 2815,,0.17123,0.4052,-0.00761,0.36028
Home,SET PIECE,,1,34953,2330.2,34953,2330.2,Player 2742,,0.21277,0.63471,0.21277,0.63471
Home,PASS,,1,34958,2330.533,34959,2330.6,Player 2742,Player 2719,0.2293,0.60628,0.24581,0.57754
Home,BALL LOST,OUT,1,34960,2330.667,34960,2330.667,Player 2719,,0.26232,0.5488,0.60941,-0.01727
Away,SET PIECE,,1,35066,2337.733,35066,2337.733,Player 2824,,0.61594,0.10823,0.61594,0.10823
Away,PASS,CROSS,1,35070,2338.0,35551,2370.067,Player 2824,Player 2901,0.62513,0.10691,0.02618,0.46157
Away,PASS,LONG BALL,1,35554,2370.267,35648,2376.533,Player 2901,Player 2879,0.02627,0.46181,0.47681,0.09979
Away,PASS,,1,35660,2377.333,35671,2378.067,Player 2879,Player 2947,0.4923,0.1176,0.52814,0.34234
Away,PASS,LONG BALL,1,35675,2378.333,35719,2381.267,Player 2947,Player 2931,0.53983,0.34301,0.30019,0.0438
Away,BALL LOST,INTERCEPTION,1,35724,2381.6,35773,2384.867,Player 2931,,0.30522,0.01396,0.38248,0.35481
Home,RECOVERY,INTERCEPTION,1,35773,2384.867,35773,2384.867,Player 2826,,0.38248,0.35481,0.38248,0.35481
Home,PASS,LONG BALL,1,36067,2404.467,36114,2407.6,Player 2826,Player 2752,0.13748,0.43836,0.63778,0.29707
Home,BALL LOST,INTERCEPTION,1,36127,2408.467,36195,2413.0,Player 2752,,0.73808,0.1563,0.78563,0.37674
Away,RECOVERY,INTERCEPTION,1,36195,2413.0,36195,2413.0,Player 2862,,0.78563,0.37674,0.78563,0.37674
Away,BALL LOST,OUT,1,36208,2413.867,36208,2413.867,Player 2862,,0.78378,0.37422,1.00706,0.30104
Home,SET PIECE,,1,36787,2452.467,36787,2452.467,Player 2732,,0.45585,0.13333,0.45585,0.13333
Away,BALL LOST,,1,36990,2466.0,36991,2466.067,Player 3061,,0.83345,0.47305,0.85316,0.495
Home,RECOVERY,,1,36991,2466.067,36991,2466.067,Player 3075,,0.85316,0.495,0.85316,0.495
Home,PASS,,1,37049,2469.933,37063,2470.867,Player 3019,Player 2979,0.75484,0.39399,0.59754,0.39011
Home,PASS,,1,37065,2471.0,37076,2471.733,Player 2979,Player 3101,0.61488,0.36153,0.71024,0.20436
Home,BALL LOST,INTERCEPTION,1,37088,2472.533,37101,2473.4,Player 3101,,0.76218,0.11426,0.71762,0.01633
Away,RECOVERY,INTERCEPTION,1,37101,2473.4,37101,2473.4,Player 3097,,0.71762,0.01633,0.71762,0.01633
Away,PASS,LONG BALL,1,37128,2475.2,37143,2476.2,Player 3097,Player 3082,0.47051,0.1338,0.22279,0.49933
Away,BALL LOST,INTERCEPTION,1,37247,2483.133,37287,2485.8,Player 3082,,0.18647,0.56224,0.60187,0.52406
Home,RECOVERY,INTERCEPTION,1,37287,2485.8,37287,2485.8,Player 3057,,0.60187,0.52406,0.60187,0.52406
Home,BALL LOST,INTERCEPTION,1,37302,2486.8,37313,2487.533,Player 3057,,0.59908,0.59494,0.64316,0.64694
Away,RECOVERY,INTERCEPTION,1,37313,2487.533,37313,2487.533,Player 3113,,0.64316,0.64694,0.64316,0.64694
Away,BALL LOST,OUT,1,37339,2489.267,37339,2489.267,Player 3113,,0.60729,0.76957,0.54546,1.09284
Away,SET PIECE,THROW IN,1,37358,2490.533,37358,2490.533,Player 3062,,0.54546,1.09284,0.54546,1.09284
Away,BALL LOST,OUT,1,37359,2490.6,37359,2490.6,Player 3062,,0.54288,1.09993,0.48949,1.01963
Away,SET PIECE,,1,37381,2492.067,37381,2492.067,Player 3082,,0.15136,0.5111,0.15136,0.5111
Away,PASS,,1,37493,2499.533,37647,2509.8,Player 3082,Player 3126,0.18674,0.55379,0.16,0.44548
Away,CHALLENGE,AERIAL-LOST,1,37672,2511.467,37815,2521.0,Player 3126,,0.16105,0.44086,0.13664,0.31727
Home,CHALLENGE,AERIAL-WON,1,37672,2511.467,37815,2521.0,Player 2797,,0.16105,0.44086,0.13664,0.31727
Home,PASS,LONG BALL,1,37825,2521.667,37871,2524.733,Player 2979,Player 3137,0.13696,0.32217,0.48893,0.8574
Home,PASS,LONG BALL,1,37873,2524.867,37911,2527.4,Player 3137,Player 3054,0.48154,0.82935,0.34223,0.40193
Home,PASS,LONG BALL,1,38037,2535.8,38064,2537.6,Player 3054,Player 3147,0.27363,0.22457,0.93316,0.35517
Home,BALL LOST,OUT,1,38345,2556.333,38345,2556.333,Player 3147,,0.93234,0.34053,1.0216,0.80744
Home,SET PIECE,GOAL KICK,1,38462,2564.133,38462,2564.133,Player 3147,,1.0216,0.80744,1.0216,0.80744
Home,BALL LOST,OUT,1,38470,2564.667,38470,2564.667,Player 3147,,1.03004,0.81487,1.01258,0.79649
Home,SET PIECE,KICK OFF,1,38496,2566.4,38496,2566.4,Player 3177,,0.50475,0.51298,0.50475,0.51298
Home,BALL LOST,INTERCEPTION,1,38501,2566.733,38506,2567.067,Player 3177,,0.46533,0.51807,0.46959,0.55141
Away,RECOVERY,INTERCEPTION,1,38506,2567.067,38506,2567.067,Player 3166,,0.46959,0.55141,0.46959,0.55141
Away,PASS,,1,38525,2568.333,38536,2569.067,Player 3166,Player 3062,0.4571,0.71451,0.45371,0.88335
Home,PASS,,1,38573,2571.533,38581,2572.067,Player 2896,Player 3181,0.25862,0.84795,0.17426,0.56874
Home,SHOT,SAVED,1,38582,2572.133,38810,2587.333,Player 3181,,0.16372,0.53383,0.08353,0.43009
Away,BALL LOST,INTERCEPTION,1,39215,2614.333,39293,2619.533,Player 3238,,0.10922,0.38756,0.16421,0.31089
Home,RECOVERY,INTERCEPTION,1,39293,2619.533,39293,2619.533,Player 3201,,0.16421,0.31089,0.16421,0.31089
Home,PASS,,1,39305,2620.333,39322,2621.467,Player 3201,Player 3171,0.19495,0.30663,0.22517,0.40784
Home,BALL LOST,INTERCEPTION,1,39330,2622.0,39339,2622.6,Player 3171,,0.19923,0.39833,0.21328,0.4622
Away,RECOVERY,INTERCEPTION,1,39339,2622.6,39339,2622.6,Player 3126,,0.21328,0.4622,0.21328,0.4622
Away,PASS,,1,39377,2625.133,39528,2635.2,Player 3126,Player 3220,0.19634,0.67431,0.2308,0.67946
Away,BALL LOST,INTERCEPTION,1,39533,2635.533,39615,2641.0,Player 3220,,0.21294,0.63719,0.24812,0.74253
Home,RECOVERY,INTERCEPTION,1,39615,2641.0,39615,2641.0,Player 3214,,0.24812,0.74253,0.24812,0.74253
Home,PASS,,1,39700,2646.667,39851,2656.733,Player 3214,Player 3180,0.25388,0.7435,0.24914,0.67583
Home,PASS,,1,39853,2656.867,39854,2656.933,Player 3180,Player 3291,0.27538,0.64129,0.28144,0.60414
Home,BALL LOST,INTERCEPTION,1,39855,2657.0,39889,2659.267,Player 3291,,0.2875,0.56699,0.35692,0.1217
Away,RECOVERY,INTERCEPTION,1,39889,2659.267,39889,2659.267,Player 3217,,0.35692,0.1217,0.35692,0.1217
Home,BALL LOST,INTERCEPTION,1,40658,2710.533,40661,2710.733,Player 3311,,0.81764,0.39423,0.79898,0.43092
Away,RECOVERY,INTERCEPTION,1,40661,2710.733,40661,2710.733,Player 3245,,0.79898,0.43092,0.79898,0.43092
Away,PASS,LONG BALL,1,40752,2716.8,40767,2717.8,Player 3245,Player 3380,0.60642,0.71203,0.24664,0.57708
Away,PASS,LONG BALL,1,40916,2727.733,41192,2746.133,Player 3380,Player 3412,0.223,0.57388,0.53507,0.9957
Away,BALL LOST,OUT,1,41199,2746.6,41199,2746.6,Player 3412,,0.53614,0.98147,0.57011,1.0136
Away,SET PIECE,,1,41281,2752.067,41281,2752.067,Player 3237,,0.14502,0.56887,0.14502,0.56887
Home,PASS,,1,41312,2754.133,41313,2754.2,Player 2826,Player 3271,0.37456,0.86908,0.39261,0.89341
Home,PASS,,1,41326,2755.067,41329,2755.267,Player 3271,Player 2826,0.43045,0.95057,0.44946,0.90756
Away,PASS,,1,41395,2759.667,41401,2760.067,Player 3245,Player 3345,0.49704,0.65436,0.51909,0.67829
Away,BALL LOST,,1,41423,2761.533,41424,2761.6,Player 3062,,0.5,0.6304,0.5,0.63298
Home,RECOVERY,,1,41424,2761.6,41424,2761.6,Player 3465,,0.5,0.63298,0.5,0.63298
Home,PASS,,1,41435,2762.333,41438,2762.533,Player 3465,Player 2826,0.5,0.66053,0.5,0.69966
Home,BALL LOST,INTERCEPTION,1,41439,2762.6,41446,2763.067,Player 2826,,0.5,0.70171,0.44647,0.61299
Away,RECOVERY,INTERCEPTION,1,41446,2763.067,41446,2763.067,Player 3274,,0.44647,0.61299,0.44647,0.61299
Home,PASS,,1,41940,2796.0,41958,2797.2,Player 3442,Player 3183,0.4676,0.57154,0.27332,0.3563
Home,PASS,,1,41964,2797.6,41981,2798.733,Player 3183,Player 3332,0.26419,0.32351,0.12083,0.29111
Home,BALL LOST,INTERCEPTION,1,42000,2800.0,42051,2803.4,Player 3332,,0.09483,0.2626,0.15862,0.32857
Away,RECOVERY,INTERCEPTION,1,42051,2803.4,42051,2803.4,Player 3506,,0.15862,0.32857,0.15862,0.32857
Away,BALL LOST,INTERCEPTION,1,42078,2805.2,42087,2805.8,Player 3506,,0.20134,0.64177,0.2614,0.82119
Home,RECOVERY,INTERCEPTION,1,42087,2805.8,42087,2805.8,Player 3442,,0.2614,0.82119,0.2614,0.82119
Home,BALL LOST,OUT,1,42218,2814.533,42218,2814.533,Player 3465,,0.5,0.69693,1.17208,0.17273
Home,SET PIECE,GOAL KICK,1,42556,2837.067,42556,2837.067,Player 3407,,1.17208,0.17273,1.17208,0.17273
Home,BALL LOST,OUT,1,42558,2837.2,42558,2837.2,Player 3407,,1.15978,0.17419,1.00889,0.23054
Home,SET PIECE,,1,42623,2841.533,42623,2841.533,Player 3407,,0.87515,0.36028,0.87515,0.36028
Home,BALL LOST,INTERCEPTION,1,42938,2862.533,42948,2863.2,Player 3271,,0.50709,0.3875,0.52941,0.47078
Away,RECOVERY,INTERCEPTION,1,42948,2863.2,42948,2863.2,Player 3673,,0.52941,0.47078,0.52941,0.47078
Away,BALL LOST,INTERCEPTION,1,42955,2863.667,42987,2865.8,Player 3673,,0.53232,0.5399,0.15359,0.55214
Home,RECOVERY,INTERCEPTION,1,42987,2865.8,42987,2865.8,Player 3685,,0.15359,0.55214,0.15359,0.55214
Home,PASS,LONG BALL,1,43025,2868.333,43070,2871.333,Player 3685,Player 3653,0.16305,0.56464,0.63456,0.65195
Away,PASS,,1,43168,2877.867,43188,2879.2,Player 3707,Player 3699,0.68574,0.85892,0.77782,0.52519
Away,BALL LOST,INTERCEPTION,1,43305,2887.0,43416,2894.4,Player 3699,,0.72382,0.39941,0.77687,0.4434
Home,RECOVERY,INTERCEPTION,1,43416,2894.4,43416,2894.4,Player 3653,,0.77687,0.4434,0.77687,0.4434
Home,BALL LOST,,1,43479,2898.6,43480,2898.667,Player 3653,,0.67602,0.44453,0.67368,0.4442
Away,RECOVERY,,1,43480,2898.667,43480,2898.667,Player 3673,,0.67368,0.4442,0.67368,0.4442
Away,PASS,,1,43511,2900.733,43517,2901.133,Player 3673,Player 3654,0.64496,0.4001,0.6294,0.29069
Away,PASS,,1,43521,2901.4,43525,2901.667,Player 3654,Player 3673,0.63682,0.31742,0.65215,0.40027
Away,BALL LOST,INTERCEPTION,1,43564,2904.267,43653,2910.2,Player 3673,,0.64789,0.4429,0.64399,0.43216
Home,RECOVERY,INTERCEPTION,1,43653,2910.2,43653,2910.2,Player 3653,,0.64399,0.43216,0.64399,0.43216
Home,PASS,LONG BALL,1,43684,2912.267,43755,2917.0,Player 3653,Player 2826,0.67832,0.41209,0.45382,0.87053
Home,PASS,LONG BALL,1,43797,2919.8,43936,2929.067,Player 2826,Player 3653,0.22194,0.93847,0.7598,0.76779
Away,PASS,,1,44035,2935.667,44038,2935.867,Player 3062,Player 3654,0.77143,0.89555,0.72565,0.89082
Away,PASS,,1,44049,2936.6,44141,2942.733,Player 3651,Player 3062,0.67681,0.89653,0.70467,0.90161
Away,PASS,LONG BALL,1,44233,2948.867,44256,2950.4,Player 3062,Player 3699,0.71826,0.93477,0.82332,0.42803
Away,PASS,LONG BALL,1,44265,2951.0,44282,2952.133,Player 3699,Player 3274,0.86628,0.45184,0.52046,0.83544
Away,PASS,,1,44307,2953.8,44314,2954.267,Player 3274,Player 3854,0.58057,0.76519,0.59941,0.70167
Home,PASS,,1,44352,2956.8,44364,2957.6,Player 3870,Player 3568,0.70441,0.81027,0.79192,0.97967
Home,BALL LOST,OUT,1,44365,2957.667,44365,2957.667,Player 3568,,0.79545,0.98896,0.87352,1.00438
Home,SET PIECE,,1,44391,2959.4,44391,2959.4,Player 3870,,0.83403,0.7801,0.83403,0.7801
Home,PASS,,1,44392,2959.467,44396,2959.733,Player 3870,Player 3568,0.83388,0.80575,0.83324,0.90834
Home,PASS,,1,44397,2959.8,44419,2961.267,Player 3568,Player 3870,0.83025,0.89586,0.82402,0.75543
Home,PASS,,1,44420,2961.333,44449,2963.267,Player 3870,Player 3653,0.83186,0.72174,0.81384,0.59253
Home,PASS,,1,44451,2963.4,44533,2968.867,Player 3653,Player 3684,0.77833,0.60645,0.66018,0.36254
Home,PASS,,1,44535,2969.0,44555,2970.333,Player 3684,Player 3743,0.65655,0.36249,0.61017,0.36613
Home,PASS,LONG BALL,1,44558,2970.533,44605,2973.667,Player 3743,Player 3904,0.6078,0.36683,0.85734,0.82199
Home,PASS,,1,44612,2974.133,44676,2978.4,Player 3904,Player 3684,0.8627,0.82201,0.77641,0.40756
Home,BALL LOST,INTERCEPTION,1,44680,2978.667,44700,2980.0,Player 3684,,0.77838,0.40709,0.77867,0.40786
Away,RECOVERY,INTERCEPTION,1,44700,2980.0,44700,2980.0,Player 3801,,0.77867,0.40786,0.77867,0.40786
Away,BALL LOST,,1,44775,2985.0,44776,2985.067,Player 3673,,0.76378,0.38532,0.75594,0.37456
Home,RECOVERY,,1,44776,2985.067,44776,2985.067,Player 3684,,0.75594,0.37456,0.75594,0.37456
Home,PASS,,1,44785,2985.667,44814,2987.6,Player 3684,Player 3940,0.7537,0.35896,0.69808,0.15637
Home,PASS,,1,44909,2993.933,44925,2995.0,Player 3653,Player 2826,0.76615,0.52102,0.51566,0.6652
Home,PASS,LONG BALL,1,44926,2995.067,44963,2997.533,Player 2826,Player 3951,0.5,0.67421,0.20428,0.48903
Home,PASS,,1,45240,3016.0,45266,3017.733,Player 3951,Player 3684,0.16679,0.39031,0.23761,0.35498
Home,BALL LOST,,1,45280,3018.667,45281,3018.733,Player 3911,,0.23911,0.33084,0.22014,0.31674
Away,RECOVERY,,1,45281,3018.733,45281,3018.733,Player 3964,,0.22014,0.31674,0.22014,0.31674
Home,PASS,,1,45303,3020.2,45316,3021.067,Player 3981,Player 3993,0.25411,0.34505,0.28494,0.37696
Home,PASS,,1,45385,3025.667,45435,3029.0,Player 3653,Player 3951,0.33452,0.48941,0.21823,0.70554
Home,PASS,LONG BALL,1,45438,3029.2,45551,3036.733,Player 3951,Player 2826,0.20814,0.70387,0.10678,0.24421
Away,BALL LOST,INTERCEPTION,1,45567,3037.8,45622,3041.467,Player 3274,,0.09054,0.21557,0.46696,0.816
Home,RECOVERY,INTERCEPTION,1,45622,3041.467,45622,3041.467,Player 4016,,0.46696,0.816,0.46696,0.816
Home,BALL LOST,INTERCEPTION,1,45628,3041.867,45636,3042.4,Player 4016,,0.51022,0.80787,0.54402,0.80523
Away,RECOVERY,INTERCEPTION,1,45636,3042.4,45636,3042.4,Player 3854,,0.54402,0.80523,0.54402,0.80523
Away,PASS,,1,45640,3042.667,45648,3043.2,Player 3854,Player 4043,0.54973,0.81052,0.54422,0.90089
Home,PASS,,1,45672,3044.8,45674,3044.933,Player 4016,Player 3870,0.54639,0.87366,0.55207,0.81447
Home,BALL LOST,,1,45685,3045.667,45687,3045.8,Player 3870,,0.54952,0.86044,0.54637,0.87303
Away,RECOVERY,,1,45687,3045.8,45687,3045.8,Player 4047,,0.54637,0.87303,0.54637,0.87303
Away,PASS,,1,45705,3047.0,45711,3047.4,Player 4047,Player 3274,0.51772,0.89411,0.49091,0.88011
Away,PASS,,1,45728,3048.533,45731,3048.733,Player 3274,Player 3778,0.44926,0.79699,0.43148,0.7856
Away,PASS,,1,45762,3050.8,45769,3051.267,Player 4082,Player 3308,0.5,0.65777,0.5655,0.54551
Away,PASS,,1,45774,3051.6,45808,3053.867,Player 3308,Player 3984,0.48897,0.47133,0.56473,0.14844
Away,BALL LOST,INTERCEPTION,1,45830,3055.333,45856,3057.067,Player 3984,,0.49572,0.12389,0.46128,0.17148
Home,RECOVERY,INTERCEPTION,1,45856,3057.067,45856,3057.067,Player 4102,,0.46128,0.17148,0.46128,0.17148
Home,BALL LOST,,1,45864,3057.6,45865,3057.667,Player 4102,,0.43647,0.14649,0.43337,0.14337
Away,RECOVERY,,1,45865,3057.667,45865,3057.667,Player 4081,,0.43337,0.14337,0.43337,0.14337
Away,BALL LOST,OUT,1,45883,3058.867,45883,3058.867,Player 4081,,0.44257,-0.0059,0.44257,-0.0059
Away,SET PIECE,,1,46248,3083.2,46248,3083.2,Player 4043,,0.17285,0.54065,0.17285,0.54065
Away,PASS,,1,46303,3086.867,46320,3088.0,Player 4043,Player 3274,0.09524,0.55216,0.12438,0.38903
Away,BALL LOST,,1,46341,3089.4,46343,3089.533,Player 3274,,0.1197,0.37084,0.11876,0.36676
Home,RECOVERY,,1,46343,3089.533,46343,3089.533,Player 4144,,0.11876,0.36676,0.11876,0.36676
Home,PASS,LONG BALL,1,46370,3091.333,46385,3092.333,Player 4144,Player 4040,0.14676,0.39072,0.34168,0.8569
Home,PASS,LONG BALL,1,46408,3093.867,46432,3095.467,Player 4040,Player 3653,0.40286,0.86381,0.81455,0.90267
Home,BALL LOST,OUT,1,46445,3096.333,46445,3096.333,Player 3653,,0.96886,1.05037,0.92809,1.01423
Away,SET PIECE,,1,46492,3099.467,46492,3099.467,Player 4206,,0.8106,0.58403,0.8106,0.58403
Away,BALL LOST,INTERCEPTION,1,46529,3101.933,46551,3103.4,Player 4206,,0.8171,0.62593,0.72005,0.83369
Home,RECOVERY,INTERCEPTION,1,46551,3103.4,46551,3103.4,Player 3653,,0.72005,0.83369,0.72005,0.83369
Home,PASS,,1,46603,3106.867,46616,3107.733,Player 3653,Player 3735,0.51951,0.91121,0.40054,0.9618
Home,BALL LOST,OUT,1,46630,3108.667,46630,3108.667,Player 3735,,0.36159,0.96005,0.39582,1.05831
Home,SET PIECE,THROW IN,1,46633,3108.867,46633,3108.867,Player 4016,,0.39582,1.05831,0.39582,1.05831
Home,BALL LOST,OUT,1,46644,3109.6,46644,3109.6,Player 4016,,0.38569,1.02567,0.38302,1.0047
Home,SET PIECE,,1,46659,3110.6,46659,3110.6,Player 4006,,0.42652,0.91757,0.42652,0.91757
Home,PASS,CROSS,1,46673,3111.533,46767,3117.8,Player 4006,Player 3951,0.3934,0.95483,0.13841,0.47981
Home,PASS,,1,46801,3120.067,46813,3120.867,Player 3951,Player 4147,0.17197,0.53235,0.44924,0.53196
Home,PASS,,1,46815,3121.0,46824,3121.6,Player 4147,Player 3951,0.42397,0.53541,0.20646,0.5579
Away,PASS,,1,46918,3127.867,46919,3127.933,Player 4219,Player 3274,0.4321,0.63625,0.45608,0.64
Away,BALL LOST,,1,46925,3128.333,46927,3128.467,Player 3274,,0.4821,0.68251,0.47473,0.70744
Home,RECOVERY,,1,46927,3128.467,46927,3128.467,Player 4144,,0.47473,0.70744,0.47473,0.70744
Home,BALL LOST,,1,46935,3129.0,46936,3129.067,Player 4144,,0.45217,0.73159,0.44985,0.73363
Away,RECOVERY,,1,46936,3129.067,46936,3129.067,Player 4028,,0.44985,0.73363,0.44985,0.73363
Away,BALL LOST,INTERCEPTION,1,46945,3129.667,46950,3130.0,Player 4028,,0.42654,0.75956,0.45556,0.91754
Home,RECOVERY,INTERCEPTION,1,46950,3130.0,46950,3130.0,Player 3653,,0.45556,0.91754,0.45556,0.91754
Home,BALL LOST,INTERCEPTION,1,46958,3130.533,46993,3132.867,Player 3653,,0.40574,0.9628,0.14583,0.50064
Away,RECOVERY,INTERCEPTION,1,46993,3132.867,46993,3132.867,Player 3308,,0.14583,0.50064,0.14583,0.50064
Home,PASS,,1,47024,3134.933,47031,3135.4,Player 4040,Player 4228,0.08074,0.54313,0.11488,0.68804
Home,BALL LOST,OUT,1,47033,3135.533,47033,3135.533,Player 4228,,0.13031,0.74391,0.26039,1.02887
Away,SET PIECE,THROW IN,1,47049,3136.6,47049,3136.6,Player 4241,,0.26039,1.02887,0.26039,1.02887
Away,BALL LOST,OUT,1,47056,3137.067,47056,3137.067,Player 4241,,0.26222,1.03957,0.24664,1.01278
Home,SET PIECE,,1,47065,3137.667,47065,3137.667,Player 4228,,0.12197,0.79843,0.12197,0.79843
Home,PASS,,1,47066,3137.733,47311,3154.067,Player 4228,Player 4016,0.10638,0.77163,0.25034,0.96549
Home,PASS,,1,47341,3156.067,47346,3156.4,Player 4016,Player 4228,0.25997,0.98099,0.23417,0.95483
Home,PASS,CROSS,1,47347,3156.467,47726,3181.733,Player 4228,Player 3951,0.23067,0.95133,0.13697,0.473
Home,PASS,LONG BALL,1,48180,3212.0,48261,3217.4,Player 3951,Player 3735,0.11071,0.4916,0.66246,0.8975
Away,PASS,,1,48281,3218.733,48460,3230.667,Player 4316,Player 4309,0.81506,0.46927,0.81805,0.67687
